age,income,loan_amount,credit_score,employment_years,num_existing_loans,loan_purpose,property_area,approved
51,107924,266674,308,0,1,home,semi_urban,0
63,94417,146519,322,9,6,car,semi_urban,0
43,145502,101160,539,14,7,personal,semi_urban,1
64,91139,51940,326,28,1,personal,urban,0
58,54980,214019,380,4,3,personal,urban,0
40,42504,90001,498,28,0,business,urban,0
43,74970,239824,391,26,4,car,semi_urban,0
36,36766,155714,383,24,3,education,semi_urban,0
62,136944,232870,599,15,6,car,semi_urban,0
28,113922,231971,595,15,5,car,semi_urban,1
41,31695,203715,753,24,2,car,urban,0
21,37796,12928,580,0,7,personal,rural,1
28,62543,53002,358,4,7,car,urban,1
49,34559,351997,641,19,2,personal,semi_urban,0
52,124450,119614,764,4,1,personal,urban,1
58,53139,122517,641,28,5,home,semi_urban,1
25,140494,161089,361,33,1,education,semi_urban,0
42,123869,84064,728,17,5,car,semi_urban,1
54,28802,386838,555,1,1,car,semi_urban,0
21,93843,411529,646,15,4,personal,urban,0
46,60205,399775,825,28,4,car,urban,1
63,118750,55893,603,32,3,personal,semi_urban,1
30,54159,282311,544,15,4,personal,rural,1
50,31516,479095,711,34,5,education,urban,0
38,70492,43598,516,16,1,personal,urban,1
37,49086,143595,815,3,5,home,semi_urban,1
46,133758,316921,773,3,3,home,semi_urban,1
28,50480,426655,335,24,3,home,semi_urban,0
60,72091,383522,477,32,6,car,rural,0
32,148023,86060,686,13,0,home,semi_urban,1
47,130195,280429,316,23,4,business,urban,1
28,67766,409189,347,10,2,car,urban,1
45,58737,390114,361,24,2,education,semi_urban,1
24,29265,27694,368,27,0,home,semi_urban,0
53,134165,433990,665,6,1,car,urban,0
21,139501,402518,461,9,0,car,rural,1
39,138257,266401,787,30,1,education,urban,1
51,90990,251848,730,18,7,car,semi_urban,0
36,121454,158463,788,17,4,car,urban,0
34,111717,271755,529,5,4,education,rural,0
25,35386,14372,669,27,3,personal,rural,0
61,124718,160384,477,6,3,home,urban,1
46,57425,150152,709,11,3,personal,rural,0
48,141635,347762,569,33,7,education,urban,0
22,63254,117945,505,24,3,education,semi_urban,1
26,109863,375541,381,16,2,car,rural,1
29,138350,101213,492,32,6,car,semi_urban,0
53,73634,25874,488,22,3,home,rural,0
61,106717,460753,575,8,7,business,rural,1
45,67662,209986,373,5,3,car,rural,1
33,106988,399813,309,1,3,business,urban,0
29,123784,16600,515,8,1,car,urban,1
33,126337,401963,589,2,5,home,semi_urban,1
51,119287,346559,744,15,3,car,semi_urban,1
61,107527,253430,492,24,7,home,semi_urban,0
31,126847,476769,588,23,0,business,urban,0
24,95452,160887,443,28,3,personal,rural,1
54,30143,220572,688,25,3,personal,rural,0
58,111391,99348,706,34,2,education,semi_urban,1
24,35581,110736,669,22,5,education,urban,0
58,87443,291858,740,3,3,business,urban,0
39,49424,417106,828,13,5,home,urban,0
26,108844,459725,312,6,1,personal,semi_urban,0
54,61984,460040,639,7,4,education,rural,0
38,61505,140797,611,18,5,business,urban,0
33,132061,441421,403,1,5,personal,semi_urban,1
61,122478,156756,638,0,3,business,semi_urban,1
43,82699,490077,497,12,6,education,urban,0
39,46957,456127,599,23,3,home,semi_urban,0
31,45464,496294,743,31,3,car,semi_urban,0
21,134012,116573,658,29,2,personal,rural,1
44,43649,280236,667,5,6,personal,semi_urban,1
27,62065,363062,468,32,4,home,semi_urban,0
45,112661,437986,448,22,2,car,urban,1
41,54758,30457,341,9,7,home,urban,1
35,25596,338811,501,14,2,personal,urban,0
21,36374,357895,543,22,2,home,urban,0
32,138686,67894,763,0,6,education,urban,0
27,23775,66305,748,7,1,home,urban,1
35,47388,148684,736,2,4,car,semi_urban,0
41,143800,238913,830,13,1,business,semi_urban,1
39,41029,214699,572,16,1,home,urban,0
49,103981,498855,729,33,4,home,urban,0
45,73639,435305,512,5,1,home,semi_urban,0
53,134010,493511,403,4,6,car,urban,0
52,34645,319281,491,28,4,education,semi_urban,1
55,51105,5559,679,34,5,car,semi_urban,1
64,33668,333393,380,17,7,education,urban,0
58,147949,42361,848,29,5,home,urban,0
46,35960,347864,676,14,3,personal,urban,1
31,146519,282405,453,14,2,personal,urban,1
55,31357,287516,539,15,7,business,rural,0
28,84604,322499,673,32,5,business,urban,1
34,122739,233748,503,9,5,car,semi_urban,1
30,71796,365704,649,18,1,car,semi_urban,0
22,35804,193992,442,2,4,personal,urban,0
29,147732,248950,488,3,0,home,urban,1
23,135733,430760,571,10,1,car,rural,0
41,34626,5037,831,32,1,home,rural,1
46,48132,179104,599,27,6,car,urban,0
28,27951,476449,725,31,4,education,urban,0
22,26449,308564,345,15,0,home,rural,0
26,39065,102243,394,8,0,home,urban,0
48,121503,489768,363,10,3,personal,urban,1
49,125072,134380,712,5,1,home,urban,1
46,29130,263430,308,26,6,business,urban,0
45,109360,39600,758,11,2,home,urban,1
32,82287,184357,708,21,5,education,semi_urban,1
25,126937,198080,769,20,1,car,semi_urban,1
54,71702,356664,805,32,2,home,semi_urban,1
57,56993,272311,372,16,7,car,urban,0
35,51875,262351,383,28,2,car,semi_urban,0
64,135284,5432,358,9,7,personal,semi_urban,0
56,26054,266550,320,17,7,personal,urban,0
35,119809,74687,757,12,4,home,urban,1
63,127357,249288,456,26,1,home,urban,1
43,68517,339091,628,9,4,car,urban,0
26,96368,363468,502,31,3,home,rural,1
64,49670,318047,405,2,2,car,semi_urban,0
63,69112,490375,421,21,0,business,urban,0
41,108388,190221,617,26,2,car,semi_urban,0
43,109156,223712,481,2,3,personal,urban,0
63,48307,192840,615,32,2,education,urban,0
36,133087,458400,705,1,4,personal,urban,1
35,87087,332936,369,10,7,home,semi_urban,0
45,67922,300583,459,9,1,personal,urban,0
56,83080,169329,539,32,0,personal,urban,0
31,113348,180746,822,6,4,home,urban,1
35,99335,318392,437,14,5,car,urban,0
24,46312,481818,794,25,7,business,semi_urban,0
41,125156,181443,546,10,1,personal,rural,1
33,86985,234354,842,26,0,home,semi_urban,0
42,140641,466212,823,6,3,education,semi_urban,1
39,77608,173369,542,0,2,car,rural,1
54,109962,452489,635,9,0,car,urban,1
34,120963,459472,721,20,6,car,urban,1
24,60277,39743,493,14,5,home,semi_urban,0
47,51551,204824,607,29,3,education,urban,0
49,109813,84803,805,29,1,personal,semi_urban,1
48,76597,342261,580,7,6,personal,urban,0
55,121025,206123,738,23,0,home,urban,1
28,144342,27076,782,18,3,personal,semi_urban,1
36,65212,246424,522,2,1,home,rural,0
62,29637,211384,416,14,6,car,urban,0
56,63258,255699,491,5,6,business,urban,0
50,55693,354627,815,17,4,car,semi_urban,0
38,29824,139035,829,18,2,home,urban,0
22,149553,386361,606,29,3,home,urban,0
33,46950,470538,831,12,6,car,urban,0
24,43488,149938,421,11,4,personal,semi_urban,0
46,147870,371648,453,33,5,business,rural,1
45,124544,168377,836,11,7,personal,semi_urban,1
50,135200,460619,751,23,5,personal,urban,0
31,20215,218968,468,3,1,personal,urban,0
27,125603,372793,358,13,6,personal,urban,1
51,31523,393388,600,16,6,home,rural,0
64,95900,299957,849,2,0,business,semi_urban,0
30,88689,333873,416,22,6,car,urban,1
59,43834,458902,426,12,2,business,semi_urban,0
33,54474,271656,704,8,1,home,semi_urban,0
51,63066,255703,698,20,3,personal,rural,0
27,119871,420882,814,7,6,personal,rural,1
62,30400,152702,797,16,7,business,urban,0
62,145211,122907,827,15,2,personal,semi_urban,1
56,30345,210591,697,15,6,car,semi_urban,0
40,53896,398852,564,27,4,education,urban,1
24,105430,401991,562,15,2,car,semi_urban,0
27,48899,466173,697,13,4,home,semi_urban,0
21,126171,69591,826,19,1,home,urban,1
64,48229,214633,735,33,7,home,semi_urban,0
62,137053,473032,659,28,6,car,semi_urban,0
33,25583,238559,428,2,0,business,urban,0
42,24897,278495,540,9,5,business,urban,1
41,140406,382544,521,19,2,home,semi_urban,1
42,91537,125533,513,1,0,home,urban,1
48,129417,108627,434,26,0,home,rural,1
29,24567,453400,685,31,5,home,urban,0
46,94807,133381,602,9,2,home,urban,1
29,149648,247264,586,16,6,car,urban,1
35,132652,362851,488,32,7,education,semi_urban,1
30,97239,467396,596,5,2,education,semi_urban,0
44,33329,348822,825,17,0,car,semi_urban,1
62,121045,78309,688,8,3,car,urban,0
28,137708,230074,758,7,3,personal,rural,1
44,91792,277922,560,24,2,personal,urban,1
36,20228,148573,412,30,7,car,urban,0
46,110282,379857,335,3,0,home,urban,1
47,102214,400324,378,19,0,home,urban,0
57,57052,493121,574,27,1,home,urban,1
24,77769,41382,577,0,0,car,urban,0
44,66032,227426,611,22,5,home,urban,0
39,131694,342931,828,12,3,car,rural,1
56,108721,28341,503,15,1,home,urban,0
59,53686,475430,316,25,6,personal,rural,0
30,96981,150439,775,30,5,home,semi_urban,1
45,118802,387111,810,0,6,education,urban,0
38,83261,231280,509,16,3,home,semi_urban,1
39,22809,136066,798,15,5,home,semi_urban,0
56,123265,205940,701,9,4,personal,urban,1
30,61785,410218,728,30,2,education,rural,0
53,56547,264252,377,9,7,home,semi_urban,1
25,62818,90820,379,33,4,education,rural,0
55,120422,64949,605,5,2,education,rural,1
64,91927,413916,357,27,3,car,urban,0
54,85681,215377,829,27,3,car,urban,0
53,99465,67543,507,12,4,personal,urban,0
41,109862,427534,810,11,7,home,rural,1
37,115527,488075,434,1,5,car,rural,0
42,133221,294754,821,7,7,car,semi_urban,1
57,57333,470715,382,8,6,personal,urban,0
35,146457,266878,343,7,2,business,urban,1
55,36576,209446,782,2,2,personal,rural,0
48,139875,332370,792,8,1,personal,rural,1
27,59405,312311,798,12,0,business,urban,1
52,114000,213851,317,8,5,education,urban,0
31,93779,164011,593,30,5,personal,urban,0
30,51601,459581,447,24,1,business,urban,1
29,87946,72381,771,7,3,home,rural,1
34,87356,313854,471,30,4,education,semi_urban,0
33,72116,283910,830,30,7,personal,semi_urban,1
45,120825,107416,419,16,5,business,semi_urban,1
22,144749,17780,365,18,2,personal,urban,0
55,137256,53458,440,2,1,personal,urban,1
27,124186,323365,745,29,4,business,rural,1
41,82894,268653,805,9,6,car,semi_urban,1
38,54635,356637,488,28,4,home,urban,1
23,27465,432562,457,17,5,home,urban,0
62,76754,481015,545,11,0,car,urban,0
59,117975,383994,332,22,7,car,urban,1
61,112850,182946,660,10,2,car,semi_urban,1
31,129765,424364,629,8,4,car,semi_urban,0
59,105119,36533,811,23,6,business,semi_urban,1
44,112691,375288,370,24,2,car,rural,0
39,58871,389546,612,24,5,personal,semi_urban,1
24,82874,345611,378,8,1,business,urban,0
46,97733,268503,468,11,6,car,urban,1
58,49511,124119,479,10,4,car,rural,0
62,100960,226140,559,27,6,personal,semi_urban,1
52,68821,458529,785,7,5,personal,urban,1
59,85776,287488,304,9,4,car,semi_urban,0
56,138128,385643,596,24,6,home,semi_urban,1
60,90167,336922,659,8,1,home,rural,1
57,95135,287745,416,7,6,home,rural,0
53,64462,250840,656,2,2,home,semi_urban,0
56,81382,417332,738,17,2,home,semi_urban,1
23,110194,193057,630,34,4,education,urban,0
29,123381,368157,824,16,5,business,semi_urban,1
28,52574,253182,487,27,1,education,rural,0
53,122072,297926,580,14,3,business,semi_urban,0
26,61910,116095,810,18,2,personal,semi_urban,1
61,93531,448035,765,21,6,personal,rural,0
59,45186,482632,414,5,3,car,urban,0
24,114781,467251,535,6,6,car,urban,0
33,42813,364267,637,8,4,personal,semi_urban,1
22,98812,311602,821,19,3,business,rural,0
25,105525,489772,498,10,5,car,rural,0
64,98282,391369,349,1,6,home,semi_urban,0
47,129779,144152,441,21,5,personal,rural,1
52,38557,486959,827,4,6,home,semi_urban,0
41,48060,170029,813,6,3,home,urban,1
28,78866,412124,329,5,5,personal,rural,0
58,92104,363332,381,21,2,car,urban,0
28,120905,231952,330,9,4,education,urban,1
23,104577,126292,632,19,3,business,urban,1
64,26080,95570,476,27,6,car,urban,0
23,33854,489540,669,22,2,car,urban,0
42,142013,476503,846,34,6,home,urban,1
26,87695,128791,834,0,3,car,urban,1
22,47025,445698,405,28,6,personal,urban,0
43,72982,497545,396,8,2,car,semi_urban,1
64,61081,392435,529,8,5,home,rural,0
22,24368,365519,526,21,5,home,rural,0
58,119621,43314,670,1,7,car,rural,1
37,139181,237061,399,15,7,car,semi_urban,0
55,47094,210993,744,5,4,education,semi_urban,0
54,66040,481984,767,12,6,car,urban,0
43,86766,376024,354,32,5,home,urban,0
50,103053,367470,494,18,1,car,semi_urban,1
28,43991,151903,819,14,2,business,semi_urban,0
42,21301,388170,723,32,2,home,rural,0
64,48610,418341,614,9,3,education,semi_urban,0
56,101463,329595,427,0,4,education,urban,0
25,54678,50708,331,11,0,personal,rural,0
33,44466,284826,392,28,7,home,semi_urban,0
49,100440,369550,818,16,7,business,rural,1
51,60875,481040,557,3,5,education,rural,0
36,46081,171866,519,28,7,personal,urban,0
62,44354,326516,405,6,0,home,urban,1
50,113297,44477,847,12,1,personal,urban,1
36,38300,452079,715,4,4,personal,urban,0
32,84384,488157,608,5,2,car,urban,0
37,115027,174809,665,33,0,car,semi_urban,0
36,141684,138692,820,6,1,education,rural,1
32,80892,499166,758,27,4,home,rural,0
28,55525,239241,669,9,1,personal,semi_urban,1
40,46532,258105,630,3,5,home,urban,0
23,26464,171129,310,2,7,home,urban,0
36,36562,438354,806,24,0,education,semi_urban,1
50,127392,215462,718,22,3,home,urban,1
43,75514,58024,421,26,3,business,rural,1
48,133428,407893,534,13,4,personal,rural,1
60,132564,180183,630,31,1,education,urban,1
25,128047,160146,842,22,2,personal,semi_urban,0
40,94219,22824,647,2,0,personal,urban,0
60,52634,398981,711,34,3,home,semi_urban,0
64,20060,443655,523,12,3,personal,urban,0
21,29269,364295,452,33,1,home,urban,0
50,83143,53926,511,23,3,car,semi_urban,0
41,43065,172932,391,0,6,education,semi_urban,0
40,22895,280119,630,11,7,personal,semi_urban,1
26,100859,342021,766,7,1,home,semi_urban,1
42,32352,229749,527,18,0,home,semi_urban,1
38,130179,345014,493,8,1,education,rural,0
28,69737,250453,829,27,3,car,rural,0
59,124127,86371,542,13,1,personal,rural,1
52,116426,162620,688,26,3,education,rural,1
53,52016,368114,575,17,5,home,semi_urban,1
36,81304,488791,749,5,4,home,semi_urban,1
32,31962,103066,777,32,3,education,urban,1
58,53302,174808,779,24,6,car,urban,0
54,105382,66562,587,12,6,home,rural,1
34,24011,307553,839,22,6,car,rural,0
56,149716,482317,629,32,6,car,semi_urban,1
53,39782,276978,769,20,3,home,semi_urban,0
43,87691,107192,833,33,3,car,urban,1
22,140654,5840,766,16,4,personal,urban,0
61,142017,215481,719,9,5,education,semi_urban,1
41,59725,36568,421,22,7,personal,semi_urban,0
22,29196,277990,607,1,2,home,rural,1
47,63459,141971,633,34,3,car,urban,1
29,107245,91038,719,13,2,education,semi_urban,1
21,149613,202173,625,1,0,education,urban,1
31,98863,436989,549,18,5,education,rural,1
23,143206,134789,394,15,7,personal,rural,1
43,139391,374604,595,24,1,education,semi_urban,1
46,121010,79723,483,0,2,home,rural,0
24,52769,470978,559,1,6,education,semi_urban,0
38,127529,243755,485,26,5,personal,urban,0
26,145361,371338,708,1,0,business,semi_urban,1
55,44700,378561,368,29,5,education,urban,0
42,135792,402527,307,9,1,education,semi_urban,1
63,100356,245822,564,18,3,car,rural,0
35,96427,61888,783,15,3,personal,rural,1
42,120165,308760,670,12,6,business,urban,1
57,25269,188206,382,7,3,personal,urban,0
62,141631,489441,510,30,4,education,urban,1
32,63880,273227,612,24,4,home,urban,0
62,134003,148670,636,20,4,personal,urban,1
58,28320,349620,789,28,6,personal,semi_urban,1
38,69589,97416,702,5,4,personal,semi_urban,0
55,139534,269724,490,17,0,home,rural,1
50,96276,127834,634,34,7,education,urban,1
44,55897,117148,821,26,6,home,urban,1
62,78565,193467,386,4,5,personal,urban,0
50,50930,309465,361,6,0,home,urban,0
34,77233,276530,686,9,3,education,urban,1
26,102821,320315,445,9,1,home,urban,0
23,34380,155594,452,27,4,home,semi_urban,0
36,96896,201604,648,9,5,education,rural,1
27,90934,489976,477,34,1,home,semi_urban,1
34,75830,412851,786,34,6,education,semi_urban,1
29,25529,398887,546,19,6,business,urban,0
35,141292,38545,553,12,0,business,rural,1
41,114598,190151,799,10,4,home,urban,0
55,122222,293999,840,18,6,personal,urban,0
22,102987,40790,651,27,0,car,urban,0
47,69178,56012,811,3,0,business,urban,1
22,26937,122827,312,18,2,personal,semi_urban,0
55,141952,265123,450,13,5,home,rural,1
38,59886,19260,349,30,0,car,rural,1
34,69699,201211,514,27,3,car,urban,1
40,96396,268218,671,18,6,personal,semi_urban,1
38,110678,440892,412,0,0,car,semi_urban,1
30,45279,145547,551,22,4,education,rural,0
45,58106,214486,640,27,6,education,semi_urban,1
22,130776,151192,352,3,7,business,semi_urban,0
45,121444,421363,429,17,7,business,semi_urban,0
53,126300,269130,492,24,6,car,semi_urban,1
56,133793,245201,356,17,3,personal,urban,0
51,136278,168502,396,5,0,personal,urban,0
34,99737,243569,497,18,3,personal,semi_urban,1
21,60544,60479,446,11,0,home,rural,0
36,123247,481182,594,24,5,car,semi_urban,0
23,131190,397977,311,34,3,car,rural,0
55,28997,269320,632,0,1,car,urban,1
61,126102,89258,519,4,2,home,semi_urban,0
26,105711,244423,697,0,3,car,urban,0
45,136045,382332,641,7,4,education,rural,1
33,60860,89153,811,17,7,car,urban,1
54,23225,197990,471,8,2,education,semi_urban,0
28,130114,264642,767,4,2,home,urban,1
41,79470,425331,465,3,0,personal,semi_urban,0
54,133218,238984,469,28,3,business,rural,0
24,148854,82442,811,0,5,education,urban,0
45,120764,307146,488,29,6,personal,rural,1
35,127041,62124,419,0,2,home,rural,0
24,132224,404826,404,2,4,personal,urban,0
32,83656,316896,340,21,7,home,rural,1
52,71880,264488,620,7,5,car,urban,0
52,81078,83947,634,17,7,car,urban,1
48,108646,386116,459,24,7,education,semi_urban,0
33,96290,341860,563,19,5,car,semi_urban,0
51,76633,446209,829,30,4,education,urban,1
34,46655,277217,776,29,6,car,urban,0
40,141118,304395,651,15,4,personal,rural,1
38,63601,101496,844,1,0,education,semi_urban,1
49,23114,207509,509,16,7,home,urban,0
26,46502,306041,795,9,1,car,semi_urban,0
52,69768,449122,681,6,6,personal,urban,0
49,68128,318760,780,8,3,car,urban,0
63,40028,267037,304,16,2,car,semi_urban,0
22,75565,271626,333,8,3,education,semi_urban,0
43,103123,375134,444,8,5,car,urban,1
39,128255,227036,650,23,2,home,rural,1
51,55333,471152,764,10,6,car,urban,0
25,23174,175646,647,7,0,home,semi_urban,1
39,137769,310428,424,24,7,home,urban,0
54,55398,340076,570,1,7,home,semi_urban,1
30,55929,274482,656,9,3,car,urban,0
45,24321,178790,826,23,0,car,semi_urban,1
22,143549,148572,797,15,0,business,semi_urban,1
31,115971,147617,452,18,6,education,urban,1
51,131508,66480,352,30,3,personal,urban,1
35,75421,141313,448,10,3,home,semi_urban,1
29,92635,225386,802,5,6,home,urban,0
43,43760,421037,749,5,6,personal,semi_urban,0
39,31360,9695,518,31,2,education,semi_urban,0
29,30313,213138,576,12,5,home,semi_urban,0
55,131806,19318,751,2,5,car,rural,0
41,105998,318078,727,34,6,car,semi_urban,0
29,25801,420547,382,16,4,personal,rural,0
