ticket_id,summary,description,priority,assigned_queue
INC10464,Issue: Load balancer not distributing traffic - high priority,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,Critical,Network Team
INC12331,Application crashing on login page,Users getting NullPointerException on the login page after clicking submit. Stack trace points to AuthenticationService.validateUser method.,Medium,Application Team
INC13044,Issue: Monitoring alerts not being received - please help,Nagios alerts not being delivered to the ops team email. SMTP relay configuration needs verification.,Low,Infrastructure Team
INC14735,Help needed - Malware detected on workstation,Antivirus detected trojan on workstation WS-FIN-042. Machine has been isolated from network. Need forensic analysis and remediation.,Critical,Security Team
INC10595,URGENT: VPN timeout during file transfer - high priority,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,Medium,Network Team
INC13815,Kubernetes pod in CrashLoopBackOff - affecting multiple users,Kubernetes pod for the inventory-service is in CrashLoopBackOff. Container logs show missing config map reference.,Low,Infrastructure Team
INC10626,Request: Intermittent network drops on LAN,Proxy authentication popup keeps appearing when accessing external websites. Credentials are correct.,High,Network Team
INC10451,VPN connection dropping frequently - affecting multiple users,Getting disconnected from VPN every 10 minutes. Using Cisco AnyConnect client version 4.9. Error message: connection attempt has failed.,Medium,Network Team
INC11500,Issue: Deadlock occurring in order processing table - high priority,Order processing module hitting deadlocks during peak hours. Transactions are rolling back and users are getting errors.,Medium,Database Team
INC12457,File upload not working for large files - please help,Users cannot upload files larger than 10 MB. Getting request entity too large error. Need to increase the upload limit to 50 MB.,Low,Application Team
INC14723,Request: Password reset not working for AD account,User unable to reset AD password through self-service portal. Getting error account is locked. Manual unlock by admin also not persisting.,High,Security Team
INC12985,URGENT: Application not sending email notifications,Email notifications for order confirmations stopped going out since Monday. SMTP connection logs show authentication failure.,Low,Application Team
INC11570,URGENT: Audit log table growing too large,Need to create new schema with 15 tables for project Phoenix. ER diagram and DDL scripts are ready for review.,High,Database Team
INC11035,Deadlock occurring in order processing table,Order processing module hitting deadlocks during peak hours. Transactions are rolling back and users are getting errors.,Medium,Database Team
INC13519,URGENT: Cloud storage bucket access denied,S3 bucket access denied when application tries to upload reports. IAM role policy looks correct. Suspect bucket policy override.,Medium,Infrastructure Team
INC11558,Database backup job failed last night - high priority,Nightly full backup of PROD_DB01 failed with error ORA-19502 write error on backup piece. Disk space on backup mount is sufficient.,Medium,Database Team
INC13625,URGENT: Auto-scaling not triggering during peak load,Auto-scaling group not launching new instances during peak hours despite CPU exceeding 80 percent threshold for 10 minutes.,Low,Infrastructure Team
INC14665,Request: Vulnerability scan report needs review - please help,Quarterly Qualys vulnerability scan completed. 23 critical and 89 high findings need to be reviewed and assigned to respective teams.,Medium,Security Team
INC10151,URGENT: VPN connection dropping frequently - please help,Getting disconnected from VPN every 10 minutes. Using Cisco AnyConnect client version 4.9. Error message: connection attempt has failed.,Medium,Network Team
INC11421,Database connection timeout on production - please help,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,Medium,Database Team
INC12012,URGENT: Search functionality returning wrong results,Search functionality returning results from archived records that should be excluded. Elasticsearch index needs filter update.,Low,Application Team
INC12687,Search functionality returning wrong results - please help,Search functionality returning results from archived records that should be excluded. Elasticsearch index needs filter update.,Critical,Application Team
INC11787,Database replication lag is increasing - affecting multiple users,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,High,Database Team
INC10089,Help needed - Load balancer not distributing traffic,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,Medium,Network Team
INC10458,DNS resolution failure,LAN connectivity drops for 2-3 minutes every hour. Affects all users connected to switch SW-FL3-01.,Low,Network Team
INC11306,URGENT: Need new database schema for project X,Replication lag between primary and secondary MySQL instances has grown to 4 hours. Binary log position shows significant gap.,Low,Database Team
INC12926,URGENT: PDF report generation throwing exception - high priority,PDF report generation throwing OutOfMemoryError for reports with more than 1000 rows. Need to implement streaming PDF generation.,High,Application Team
